Date,Extent
5/1/2096,8.075
6/1/2096,6.343
7/1/2096,3.606
8/1/2096,1.153
9/1/2096,0.228
10/1/2096,2.237
11/1/2096,5.052
12/1/2096,7.439
1/1/2097,8.971
2/1/2097,9.824
3/1/2097,10.043
4/1/2097,9.436
5/1/2097,8.019
6/1/2097,6.286
7/1/2097,3.55
8/1/2097,1.096
9/1/2097,0.172
10/1/2097,2.181
11/1/2097,4.996
12/1/2097,7.383
1/1/2098,8.915
2/1/2098,9.768
3/1/2098,9.987
4/1/2098,9.38
5/1/2098,7.963
6/1/2098,6.23
7/1/2098,3.494
8/1/2098,1.04
9/1/2098,0.116
10/1/2098,2.124
11/1/2098,4.939
12/1/2098,7.327
1/1/2099,8.859
2/1/2099,9.712
3/1/2099,9.931
4/1/2099,9.324
5/1/2099,7.906
6/1/2099,6.174
7/1/2099,3.437
8/1/2099,0.984
9/1/2099,0.059
10/1/2099,2.068
11/1/2099,4.883
12/1/2099,7.271
1/1/2100,8.803
2/1/2100,9.655
3/1/2100,9.874
4/1/2100,9.268
5/1/2100,7.85
6/1/2100,6.118
7/1/2100,3.381
8/1/2100,0.928
9/1/2100,0.003
10/1/2100,2.012
11/1/2100,4.827
12/1/2100,7.214
