Date,Extent
12/1/2092,8.172
1/1/2093,2.708
2/1/2093,0.77
3/1/2093,1.721
4/1/2093,4.568
5/1/2093,7.893
6/1/2093,11.089
7/1/2093,13.696
8/1/2093,15.451
9/1/2093,16.208
10/1/2093,15.8
11/1/2093,13.545
12/1/2093,8.15
1/1/2094,2.686
2/1/2094,0.748
3/1/2094,1.699
4/1/2094,4.546
5/1/2094,7.871
6/1/2094,11.067
7/1/2094,13.674
8/1/2094,15.428
9/1/2094,16.186
10/1/2094,15.778
11/1/2094,13.523
12/1/2094,8.128
1/1/2095,2.663
2/1/2095,0.726
3/1/2095,1.677
4/1/2095,4.524
5/1/2095,7.849
6/1/2095,11.045
7/1/2095,13.652
8/1/2095,15.406
9/1/2095,16.164
10/1/2095,15.756
11/1/2095,13.501
12/1/2095,8.106
1/1/2096,2.641
2/1/2096,0.704
3/1/2096,1.655
4/1/2096,4.502
5/1/2096,7.827
6/1/2096,11.023
7/1/2096,13.63
8/1/2096,15.384
9/1/2096,16.142
10/1/2096,15.734
11/1/2096,13.479
12/1/2096,8.084
1/1/2097,2.619
2/1/2097,0.682
3/1/2097,1.633
4/1/2097,4.48
5/1/2097,7.805
6/1/2097,11
7/1/2097,13.608
8/1/2097,15.362
9/1/2097,16.12
10/1/2097,15.712
11/1/2097,13.457
12/1/2097,8.062
1/1/2098,2.597
2/1/2098,0.66
3/1/2098,1.611
4/1/2098,4.458
5/1/2098,7.783
6/1/2098,10.978
7/1/2098,13.586
8/1/2098,15.34
9/1/2098,16.098
10/1/2098,15.69
11/1/2098,13.435
12/1/2098,8.039
1/1/2099,2.575
2/1/2099,0.637
3/1/2099,1.589
4/1/2099,4.435
5/1/2099,7.76
6/1/2099,10.956
7/1/2099,13.564
8/1/2099,15.318
9/1/2099,16.076
10/1/2099,15.668
11/1/2099,13.413
12/1/2099,8.017
1/1/2100,2.553
2/1/2100,0.615
3/1/2100,1.567
4/1/2100,4.413
5/1/2100,7.738
6/1/2100,10.934
7/1/2100,13.541
8/1/2100,15.296
9/1/2100,16.054
10/1/2100,15.646
11/1/2100,13.391
12/1/2100,7.995
